"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","56","FEDERAL TRADE COMMISSION v. SUN OIL CO.","9 L. Ed. 2d 466","1963 U.S. LEXIS 2631","83 S. Ct. 358","371 U.S. 505","4.0","liberal","True","cert","True","1962","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1962-034","1962-034-01-01","1962-034-01","1962-034-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","reversed","to resolve important or significant question","Warren","1408","8","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","7","2","True","True","Federal Trade Commission","357","oil company / or natural gas producer","198","Federal Trade Commission  ","57","reversed","True","14","1/14/1963","1","1963","90","EWarren","96","AJGoldberg"
"True","644","UNITED GAS IMPROVEMENT CO. v. CONTINENTAL OIL CO. et al.","14 L. Ed. 2d 466","1965 U.S. LEXIS 2209","85 S. Ct. 1517","381 U.S. 392","4.0","conservative","True","cert","True","1964","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-116","1964-116-01-01","1964-116-01","1964-116-01-01-01","Judicial Power","90120","judicial review of administrative agency's or administrative official's actions and procedures","3","Federal Statute","liberal","True","reversed","to resolve important or significant question","Warren","1408","8","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","8","1","True","True","pipe line company","209","oil company / or natural gas producer","198","Federal Power Commission  ","52","reversed","True","1","6/1/1965","6","1965","90","EWarren","91","JHarlan2"
"True","191","NATURAL GAS PIPELINE CO. v. PANOMA CORPORATION et al.","99 L. Ed. 2d 866","1955 U.S. LEXIS 1400","75 S. Ct. 576","349 U.S. 44","7.0","conservative","True","appeal","True","1954","per curiam (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1954-067","1954-067-01-01","1954-067-01","1954-067-01-01-01","Economic Activity","80300","federal and some few state regulation of public utilities regulation: gas producer","10","Unspecified","liberal","True","affirmed","case did not arise on cert or cert not granted","Warren","1403","3","300","State Supreme Court","300","State Supreme Court","7","1","True","True","pipe line company","209","oil company / or natural gas producer","198","State Agency  ","117","reversed","True","11","4/11/1955","4","1955","90","EWarren","117","Unspecified"
"True","109","FEDERAL POWER COMMISSION ET AL. v. INTERSTATE NATURAL GAS CO. ET AL.","93 L. Ed. 2d 895","1949 U.S. LEXIS 2955","69 S. Ct. 775","336 U.S. 577","3.0","liberal","True","cert","True","1948","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-060","1948-060-01-01","1948-060-01","1948-060-01-01-01","Economic Activity","80310","federal and some few state regulation of public utilities regulation: gas pipeline (cf. federal transportation regulation: pipeline)","10","Unspecified","conservative","True","stay /petition  or motion granted","no reason given","Vinson","1301","1","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","9","0","True","True","Federal Power Commission","352","oil company / or natural gas producer","198","Federal Power Commission  ","52","reversed","True","18","4/18/1949","4","1949","87","FMVinson","81","WODouglas"
"True","273","FEDERAL POWER COMMISSION v. HUNT et al.","11 L. Ed. 2d 878","1964 U.S. LEXIS 2153","84 S. Ct. 861","376 U.S. 515","4.0","liberal","True","cert","True","1963","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-086","1963-086-01-01","1963-086-01","1963-086-01-01-01","Economic Activity","80300","federal and some few state regulation of public utilities regulation: gas producer","3","Federal Statute","conservative","True","vacated","to resolve important or significant question","Warren","1408","8","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","7","2","True","True","Federal Power Commission","352","oil company / or natural gas producer","198","Federal Power Commission  ","52","reversed","True","30","3/30/1964","3","1964","90","EWarren","88","TCClark"
"True","585","FEDERAL POWER COMMISSION v. AMERADA PETROLEUM CORP. et al.","13 L. Ed. 2d 605","1965 U.S. LEXIS 1896","85 S. Ct. 632","379 U.S. 687","5.0","liberal","True","cert","True","1964","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-042","1964-042-01-01","1964-042-01","1964-042-01-01-01","Economic Activity","80310","federal and some few state regulation of public utilities regulation: gas pipeline (cf. federal transportation regulation: pipeline)","5","Other","conservative","True","reversed","no reason given","Warren","1408","8","28","U.S. Court of Appeals  Eighth Circuit","28","U.S. Court of Appeals  Eighth Circuit","9","0","True","True","Federal Power Commission","352","oil company / or natural gas producer","198","Federal Power Commission  ","52","reversed","True","1","2/1/1965","2","1965","90","EWarren","117","Unspecified"
"True","386","FEDERAL POWER COMMISSION v. TEXACO INC. et al.","12 L. Ed. 2d 112","1964 U.S. LEXIS 2166","84 S. Ct. 1105","377 U.S. 33","4.0","conservative","True","cert","True","1963","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-102","1963-102-01-01","1963-102-01","1963-102-01-01-01","Judicial Power","90140","venue","3","Federal Statute","liberal","True","vacated","federal court conflict","Warren","1408","8","30","U.S. Court of Appeals  Tenth Circuit","30","U.S. Court of Appeals  Tenth Circuit","8","1","True","True","Federal Power Commission","352","oil company / or natural gas producer","198","Federal Power Commission  ","52","reversed","True","20","4/20/1964","4","1964","90","EWarren","81","WODouglas"
"True","45","FEDERAL POWER COMMISSION v. COLORADO INTERSTATE GAS CO.","99 L. Ed. 2d 583","1955 U.S. LEXIS 1401","75 S. Ct. 467","348 U.S. 492","5.0","liberal","True","cert","True","1954","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1954-047","1954-047-01-01","1954-047-01","1954-047-01-01-01","Economic Activity","80300","federal and some few state regulation of public utilities regulation: gas producer","3","Federal Statute","conservative","True","reversed","to resolve important or significant question","Warren","1403","3","30","U.S. Court of Appeals  Tenth Circuit","30","U.S. Court of Appeals  Tenth Circuit","8","0","True","True","Federal Power Commission","352","oil company / or natural gas producer","198","Federal Power Commission  ","52","reversed","True","28","3/28/1955","3","1955","90","EWarren","86","HHBurton"
"True","87","FEDERAL ENERGY REGULATORY COMMISSION v. MARTIN EXPLORATION MANAGEMENT CO. et al.","100 L. Ed. 2d 238","1988 U.S. LEXIS 2475","108 S. Ct. 1765","486 U.S. 204","5.0","liberal","True","cert","True","1987","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1987-089","1987-089-01-01","1987-089-01","1987-089-01-01-01","Economic Activity","80300","federal and some few state regulation of public utilities regulation: gas producer","3","Federal Statute","conservative","True","reversed","no reason given","Rehnquist","1603","3","30","U.S. Court of Appeals  Tenth Circuit","30","U.S. Court of Appeals  Tenth Circuit","8","0","True","True","Federal Energy Regulatory Commission","344","oil company / or natural gas producer","198","Federal Energy Regulatory Commission  ","44","reversed","True","31","5/31/1988","5","1988","102","WHRehnquist","92","WJBrennan"
"True","4","TEXACO INC. v. FOUAD N. DAGHER, et al.","164 L. Ed. 2d 1","2006 U.S. LEXIS 2023","126 S. Ct. 1276","547 U.S. 1","4.0","conservative","True","cert","True","2005","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2005-036","2005-036-01-01","2005-036-01","2005-036-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","liberal","True","reversed","to resolve question presented","Roberts","1702","2","48","California Central U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","0","True","True","oil company / or natural gas producer","198","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","Unidentifiable  ","118","reversed","True","28","2/28/2006","2","2006","111","JGRoberts","108","CThomas"
"True","84","UNITED STATES v. VON NEUMANN","88 L. Ed. 2d 587","1986 U.S. LEXIS 39","106 S. Ct. 610","474 U.S. 242","1.0","conservative","True","cert","True","1985","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1985-020","1985-020-01-01","1985-020-01","1985-020-01-01-01","Criminal Procedure","10590","speedy trial","2","Constitutional Amendment","liberal","True","reversed","no reason given","Burger","1507","7","48","California Central U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","9","0","True","True","United States","27","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","Customs Service or Commissioner or Collector of Customs  ","21","reversed","True","14","1/14/1986","1","1986","99","WEBurger","92","WJBrennan"
"True","71","UNITED STATES v. FULLER ET UX.","35 L. Ed. 2d 16","1973 U.S. LEXIS 141","93 S. Ct. 801","409 U.S. 488","1.0","conservative","True","cert","True","1972","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1972-038","1972-038-01-01","1972-038-01","1972-038-01-01-01","Due Process","40010","due process: miscellaneous (cf. loyalty oath), the residual code","2","Constitutional Amendment","liberal","True","affirmed","no reason given","Burger","1504","4","45","Arizona U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","5","4","True","True","United States","27","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","Unidentifiable  ","118","reversed","True","16","1/16/1973","1","1973","99","WEBurger","102","WHRehnquist"
"True","78","UNITED STATES v. CLARKE et al.","63 L. Ed. 2d 373","1980 U.S. LEXIS 89","100 S. Ct. 1127","445 U.S. 253","4.0","liberal","True","cert","True","1979","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1979-054","1979-054-01-01","1979-054-01","1979-054-01-01-01","Civil Rights","20160","Indians, state jurisdiction over","6","Infrequently litigated statutes","conservative","True","reversed","to resolve question presented","Burger","1506","6","44","Alaska U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","7","2","True","True","United States","27","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","Unidentifiable  ","118","reversed","True","18","3/18/1980","3","1980","99","WEBurger","102","WHRehnquist"
"True","78","UNITED STATES v. 564.54 ACRES OF LAND, MORE OR LESS, SITUATED IN MONROE AND PIKE COUNTIES, PENNSYLVANIA, et al.","60 L. Ed. 2d 435","1979 U.S. LEXIS 99","99 S. Ct. 1854","441 U.S. 506","1.0","liberal","True","cert","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1978-091","1978-091-01-01","1978-091-01","1978-091-01-01-01","Due Process","40070","due process: takings clause, or other non-constitutional governmental taking of property","2","Constitutional Amendment","conservative","True","reversed","no reason given","Burger","1506","6","110","Pennsylvania Middle U.S. District Court","23","U.S. Court of Appeals  Third Circuit","8","0","True","True","United States","27","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","Unidentifiable  ","118","reversed","True","14","5/14/1979","5","1979","99","WEBurger","98","TMarshall"
